advertiser,page_id,page_name,ad_id,ad_creation_time,ad_delivery_start_time,currency,reached_country,body_text,link_title,link_caption,link_description,publisher_platforms,ad_snapshot_url,eu_ads_found,status
RS Custom Countertops,1582026298728590,RS Solid Surfaces INC.,757099106835267,2026-01-13,2026-01-13,USD,US,,Get a Free Countertop Estimate Today,,,,https://www.facebook.com/ads/library/?id=757099106835267,0,US/empty
RS Custom Countertops,1582026298728590,RS Solid Surfaces INC.,1700290837356922,2026-01-13,2026-01-13,USD,US,,Get a Free Countertop Estimate Today,,,,https://www.facebook.com/ads/library/?id=1700290837356922,0,US/empty
RS Custom Countertops,1582026298728590,RS Solid Surfaces INC.,1189490843386448,2026-01-13,2026-01-13,USD,US,,{{product.name}},,,,https://www.facebook.com/ads/library/?id=1189490843386448,0,US/empty
RS Custom Countertops,1582026298728590,RS Solid Surfaces INC.,1497096051591088,2025-11-26,2025-11-27,USD,US,,,,,,https://www.facebook.com/ads/library/?id=1497096051591088,0,US/empty
Pacific Stone SoCal,471114526327906,Pacific Stone SoCal,994840666762380,2026-07-08,2026-07-08,USD,US,,"7-Day Kitchen Makeovers by Pacific Stone | Quick, Quality Kitchen Remodels | New Kitchen Countertops Fast | Your Dream Kitchen, Ready in 7 Days | Transform Your Kitchen in Just a Week!",,,,https://www.facebook.com/ads/library/?id=994840666762380,0,US/empty
Pacific Stone SoCal,471114526327906,Pacific Stone SoCal,2153078818598467,2026-05-29,2026-05-30,USD,US,,Calacatta Quartz from just $65/sq ft | Calacatta Quartz from just $65/sq ft | Calacatta Quartz from just $65/sq ft,,,,https://www.facebook.com/ads/library/?id=2153078818598467,0,US/empty
Pacific Stone SoCal,471114526327906,Pacific Stone SoCal,1199160398917289,2026-05-29,2026-05-29,USD,US,,Fast Countertop Installations | Fast Countertop Installations | Fast Countertop Installations,,,,https://www.facebook.com/ads/library/?id=1199160398917289,0,US/empty
Pacific Stone SoCal,471114526327906,Pacific Stone SoCal,849149857815666,2026-05-29,2026-05-29,USD,US,,No Excuses. Just Results | No Excuses. Just Results,,,,https://www.facebook.com/ads/library/?id=849149857815666,0,US/empty
Pacific Stone SoCal,471114526327906,Pacific Stone SoCal,1901952940492275,2026-05-29,2026-05-29,USD,US,,Visit Our Showroom | Call 951-477-5439,,,,https://www.facebook.com/ads/library/?id=1901952940492275,0,US/empty
Pacific Stone SoCal,471114526327906,Pacific Stone SoCal,1043873264645259,2026-05-29,2026-05-29,USD,US,,Fast Countertop Installs Start Here | Fast Countertop Installs Start Here,,,,https://www.facebook.com/ads/library/?id=1043873264645259,0,US/empty
