advertiser,page_id,ad_id,body_text,link_title,snapshot_url,delivery_start,status
RS Custom Countertops,1582026298728590,1911986836153287,,Get a Free Countertop Estimate Today,https://www.facebook.com/ads/library/?id=1911986836153287,2026-07-11,US/empty
RS Custom Countertops,1582026298728590,3047487032309926,,Get a Free Countertop Estimate Today,https://www.facebook.com/ads/library/?id=3047487032309926,2026-07-11,US/empty
RS Custom Countertops,1582026298728590,1972994513333480,,Get a Free Countertop Estimate Today,https://www.facebook.com/ads/library/?id=1972994513333480,2026-07-10,US/empty
RS Custom Countertops,1582026298728590,1043845394826977,,Upgrade Your Sink & Countertops Today,https://www.facebook.com/ads/library/?id=1043845394826977,2026-07-10,US/empty
RS Custom Countertops,1582026298728590,4461623614120819,,Upgrade Your Sink & Countertops Today,https://www.facebook.com/ads/library/?id=4461623614120819,2026-07-10,US/empty
RS Custom Countertops,1582026298728590,4450802698467338,,Upgrade Your Sink & Countertops Today,https://www.facebook.com/ads/library/?id=4450802698467338,2026-07-10,US/empty
RS Custom Countertops,1582026298728590,4528133767506637,,,https://www.facebook.com/ads/library/?id=4528133767506637,2026-06-25,US/empty
RS Custom Countertops,1582026298728590,1706858303929216,,,https://www.facebook.com/ads/library/?id=1706858303929216,2026-06-25,US/empty
RS Custom Countertops,1582026298728590,3699442506862480,,,https://www.facebook.com/ads/library/?id=3699442506862480,2026-06-25,US/empty
RS Custom Countertops,1582026298728590,2234560347378305,,,https://www.facebook.com/ads/library/?id=2234560347378305,2026-06-25,US/empty
RS Custom Countertops,1582026298728590,26766040049684765,,,https://www.facebook.com/ads/library/?id=26766040049684765,2026-05-29,US/empty
RS Custom Countertops,1582026298728590,903412299435950,,,https://www.facebook.com/ads/library/?id=903412299435950,2026-05-29,US/empty
RS Custom Countertops,1582026298728590,1514645246885040,,,https://www.facebook.com/ads/library/?id=1514645246885040,2026-03-19,US/empty
RS Custom Countertops,1582026298728590,2006482213416929,,,https://www.facebook.com/ads/library/?id=2006482213416929,2026-02-25,US/empty
RS Custom Countertops,1582026298728590,937130322129140,,,https://www.facebook.com/ads/library/?id=937130322129140,2026-02-25,US/empty
RS Custom Countertops,1582026298728590,955866066794608,,,https://www.facebook.com/ads/library/?id=955866066794608,2026-02-25,US/empty
RS Custom Countertops,1582026298728590,887186534133613,,,https://www.facebook.com/ads/library/?id=887186534133613,2026-02-25,US/empty
RS Custom Countertops,1582026298728590,1252081233721733,,,https://www.facebook.com/ads/library/?id=1252081233721733,2026-02-25,US/empty
RS Custom Countertops,1582026298728590,1635857394269721,,,https://www.facebook.com/ads/library/?id=1635857394269721,2026-02-25,US/empty
RS Custom Countertops,1582026298728590,3168658503311869,,{{product.name}},https://www.facebook.com/ads/library/?id=3168658503311869,2026-01-13,US/empty
RS Custom Countertops,1582026298728590,1295722832597903,,Get a Free Countertop Estimate Today,https://www.facebook.com/ads/library/?id=1295722832597903,2026-01-13,US/empty
RS Custom Countertops,1582026298728590,757099106835267,,Get a Free Countertop Estimate Today,https://www.facebook.com/ads/library/?id=757099106835267,2026-01-13,US/empty
RS Custom Countertops,1582026298728590,1700290837356922,,Get a Free Countertop Estimate Today,https://www.facebook.com/ads/library/?id=1700290837356922,2026-01-13,US/empty
RS Custom Countertops,1582026298728590,1189490843386448,,{{product.name}},https://www.facebook.com/ads/library/?id=1189490843386448,2026-01-13,US/empty
RS Custom Countertops,1582026298728590,1497096051591088,,,https://www.facebook.com/ads/library/?id=1497096051591088,2025-11-27,US/empty
Pacific Stone SoCal,471114526327906,994840666762380,,"7-Day Kitchen Makeovers by Pacific Stone | Quick, Quality Kitchen Remodels | New Kitchen Countertops Fast | Your Dream Kitchen, Ready in 7 Days | Transform Your Kitchen in Just a Week!",https://www.facebook.com/ads/library/?id=994840666762380,2026-07-08,US/empty
Pacific Stone SoCal,471114526327906,2153078818598467,,Calacatta Quartz from just $65/sq ft | Calacatta Quartz from just $65/sq ft | Calacatta Quartz from just $65/sq ft,https://www.facebook.com/ads/library/?id=2153078818598467,2026-05-30,US/empty
Pacific Stone SoCal,471114526327906,1199160398917289,,Fast Countertop Installations | Fast Countertop Installations | Fast Countertop Installations,https://www.facebook.com/ads/library/?id=1199160398917289,2026-05-29,US/empty
Pacific Stone SoCal,471114526327906,849149857815666,,No Excuses. Just Results | No Excuses. Just Results,https://www.facebook.com/ads/library/?id=849149857815666,2026-05-29,US/empty
Pacific Stone SoCal,471114526327906,1901952940492275,,Visit Our Showroom | Call 951-477-5439,https://www.facebook.com/ads/library/?id=1901952940492275,2026-05-29,US/empty
Pacific Stone SoCal,471114526327906,1043873264645259,,Fast Countertop Installs Start Here | Fast Countertop Installs Start Here,https://www.facebook.com/ads/library/?id=1043873264645259,2026-05-29,US/empty
Pacific Stone SoCal,471114526327906,2090705951512712,,Don’t Choose On Price Alone,https://www.facebook.com/ads/library/?id=2090705951512712,2026-05-27,US/empty
Pacific Stone SoCal,471114526327906,1734510291235230,,Built For Kitchen Surfaces,https://www.facebook.com/ads/library/?id=1734510291235230,2026-05-06,US/empty
Pacific Stone SoCal,471114526327906,2246923276134931,,{{product.name}},https://www.facebook.com/ads/library/?id=2246923276134931,2026-04-06,US/empty
Pacific Stone SoCal,471114526327906,2181447212609966,,{{product.name}},https://www.facebook.com/ads/library/?id=2181447212609966,2026-04-06,US/empty
Pacific Stone SoCal,471114526327906,2192503358225422,,{{product.name}},https://www.facebook.com/ads/library/?id=2192503358225422,2026-04-04,US/empty
Pacific Stone SoCal,471114526327906,1574900213859236,,{{product.name}},https://www.facebook.com/ads/library/?id=1574900213859236,2025-12-03,US/empty
Pacific Stone SoCal,471114526327906,1949322576020280,,{{product.name}},https://www.facebook.com/ads/library/?id=1949322576020280,2025-10-23,US/empty
Pacific Stone SoCal,471114526327906,806815778794647,,Kitchen Remodels Done Fast,https://www.facebook.com/ads/library/?id=806815778794647,2025-10-23,US/empty
Pacific Stone SoCal,471114526327906,1185928016686460,,{{product.name}},https://www.facebook.com/ads/library/?id=1185928016686460,2025-10-23,US/empty
Pacific Stone SoCal,471114526327906,2265651643948411,,{{product.name}},https://www.facebook.com/ads/library/?id=2265651643948411,2025-10-23,US/empty
Pacific Stone SoCal,471114526327906,1319855689203620,,{{product.name}},https://www.facebook.com/ads/library/?id=1319855689203620,2025-10-23,US/empty
